USER_ID,TYPE,FILE_ID,ARRIVAL_TIME,FILE_SIZE,USER2_ID,RF
296,r,20,93668,6,11,0
366,r,9,94462,5,57,0
530,r,18,95306,1,2,0
402,r,35,95899,6,26,0
140,r,6,96483,9,13,0
330,r,15,96899,5,75,0
140,r,22,97903,1,16,0
123,r,27,98149,8,94,0
449,r,34,98180,4,6,0
424,r,8,98412,4,19,0
477,r,18,99140,1,2,0
379,r,30,99160,4,22,0
384,r,9,99595,5,57,0
133,r,27,99650,8,94,0
147,r,6,99708,9,13,0
509,r,27,100511,8,94,0
11,w,51,100982,3,11,0
309,r,5,101108,3,10,0
457,r,6,101112,9,13,0
19,w,52,102184,7,19,0
337,r,3,102319,4,5,0
510,r,35,102464,6,26,0
140,r,14,102472,8,14,0
431,r,18,103470,1,2,0
345,r,11,103837,2,17,0
302,r,9,104234,5,57,0
15,w,53,104462,5,15,0
7,w,54,104650,6,7,0
136,r,33,104818,6,22,0
244,r,11,105602,2,17,0
401,r,23,105709,7,44,0
291,r,40,106217,3,1,0
292,r,16,106739,3,21,0
450,r,21,106949,7,1,0
18,w,55,107244,5,18,0
525,r,34,107250,4,6,0
394,r,26,107594,8,14,0
244,r,14,107948,8,14,0
18,w,56,108666,4,18,0
481,r,33,108746,6,22,0
422,r,8,108894,4,19,0
271,r,6,109871,9,13,0
247,r,20,110154,6,11,0
134,r,15,110443,5,75,0
516,r,18,111034,1,2,0
5,w,57,111110,6,5,0
380,r,7,111385,4,12,0
442,r,4,111510,3,8,0
130,r,34,112223,4,6,0
457,r,35,112289,6,26,0
127,r,33,112806,6,22,0
400,r,12,112825,6,12,0
487,r,36,112872,4,82,0
371,r,13,113652,6,10,0
252,r,4,114178,3,8,0
545,r,32,114632,3,8,0
324,r,8,114756,4,19,0
4,w,58,114833,7,4,0
272,r,25,115379,8,100,0
371,r,1,115752,5,4,0
438,r,26,115822,8,14,0
211,r,38,116446,4,2,0
535,r,27,116625,8,94,0
201,r,24,117610,8,6,0
531,r,19,117628,9,4,0
458,r,29,118094,5,81,0
472,r,23,118369,7,44,0
346,r,4,118633,3,8,0
238,r,38,118736,4,2,0
155,r,38,119349,4,2,0
488,r,39,119889,6,6,0
141,r,32,119901,3,8,0
158,r,11,120553,2,17,0
458,r,30,120733,4,22,0
471,r,22,120864,1,16,0
534,r,12,121597,6,12,0
311,r,41,122007,4,17,0
267,r,21,122507,7,1,0
326,r,26,122622,8,14,0
515,r,23,123027,7,44,0
185,r,39,123465,6,6,0
8,w,59,124061,4,8,0
195,r,17,124154,7,98,0
145,r,39,124636,6,6,0
212,r,11,125151,2,17,0
277,r,2,125310,8,5,0
145,r,14,125625,8,14,0
160,r,3,125791,4,5,0
194,r,5,126778,3,10,0
467,r,39,127040,6,6,0
308,r,4,127564,3,8,0
153,r,24,127801,8,6,0
125,r,41,128003,4,17,0
82,w,60,128142,4,82,0
320,r,13,128554,6,10,0
530,r,8,129062,4,19,0
15,w,61,129495,7,15,0
201,r,37,130357,2,4,0
389,r,37,130516,2,4,0
353,r,16,130832,3,21,0
445,r,13,131142,6,10,0
165,r,23,131507,7,44,0
140,r,29,131553,5,81,0
343,r,27,132153,8,94,0
501,r,30,132555,4,22,0
454,r,8,132909,4,19,0
364,r,39,133159,6,6,0
163,r,20,133427,6,11,0
378,r,3,134115,4,5,0
466,r,1,134504,5,4,0
343,r,28,134512,6,73,0
414,r,19,134616,9,4,0
18,w,62,134693,6,18,0
409,r,2,135683,8,5,0
243,r,31,135724,5,1,0
121,r,10,137019,4,106,0
253,r,18,137231,1,2,0
483,r,40,137522,3,1,0
186,r,23,137533,7,44,0
236,r,26,137541,8,14,0
298,r,16,139125,3,21,0
313,r,8,139250,4,19,0
192,r,23,139475,7,44,0
426,r,7,139495,4,12,0
260,r,6,139973,9,13,0
264,r,9,140337,5,57,0
467,r,6,140809,9,13,0
426,r,3,140997,4,5,0
526,r,35,141085,6,26,0
498,r,28,141744,6,73,0
158,r,30,142253,4,22,0
476,r,32,142371,3,8,0
139,r,31,142511,5,1,0
332,r,38,142629,4,2,0
301,r,13,142986,6,10,0
481,r,22,143560,1,16,0
121,r,24,143631,8,6,0
535,r,10,143756,4,106,0
360,r,40,144211,3,1,0
106,w,63,144854,4,106,0
471,r,30,144910,4,22,0
2,w,64,145392,3,2,0
305,r,7,145442,4,12,0
290,r,8,145857,4,19,0
150,r,1,146002,5,4,0
258,r,12,146528,6,12,0
10,w,65,146878,6,10,0
522,r,37,147084,2,4,0
353,r,40,147358,3,1,0
206,r,1,148052,5,4,0
138,r,34,148452,4,6,0
127,r,19,148748,9,4,0
482,r,41,149216,4,17,0
114,r,11,149400,2,17,0
451,r,25,149623,8,100,0
383,r,18,149703,1,2,0
436,r,39,150012,6,6,0
163,r,27,150412,8,94,0
144,r,39,151106,6,6,0
492,r,31,152072,5,1,0
1,w,66,152381,3,1,0
451,r,40,152625,3,1,0
14,w,67,152694,4,14,0
334,r,21,153040,7,1,0
207,r,15,153797,5,75,0
374,r,16,153849,3,21,0
22,w,68,154985,6,22,0
495,r,21,155369,7,1,0
223,r,35,155447,6,26,0
229,r,38,155729,4,2,0
504,r,19,156814,9,4,0
17,w,69,156942,4,17,0
286,r,17,157779,7,98,0
463,r,23,157805,7,44,0
306,r,22,158004,1,16,0
17,w,70,158087,6,17,0
222,r,16,158363,3,21,0
185,r,24,159887,8,6,0
381,r,2,159888,8,5,0
217,r,9,159908,5,57,0
287,r,32,160413,3,8,0
133,r,23,160908,7,44,0
409,r,27,161137,8,94,0
437,r,4,161374,3,8,0
138,r,20,161772,6,11,0
171,r,40,161850,3,1,0
430,r,37,162239,2,4,0
481,r,1,162601,5,4,0
80,w,71,162954,8,80,0
8,w,72,163252,3,8,0
200,r,1,163761,5,4,0
197,r,37,164101,2,4,0
388,r,20,164247,6,11,0
456,r,14,164292,8,14,0
489,r,14,164842,8,14,0
348,r,6,165159,9,13,0
15,w,73,165616,6,15,0
519,r,7,165689,4,12,0
425,r,1,166057,5,4,0
262,r,24,166387,8,6,0
297,r,26,166842,8,14,0
333,r,4,167447,3,8,0
232,r,2,167488,8,5,0
339,r,16,167633,3,21,0
262,r,19,167952,9,4,0
128,r,41,168500,4,17,0
136,r,16,168729,3,21,0
520,r,20,168795,6,11,0
80,w,74,169061,5,80,0
468,r,29,169607,5,81,0
498,r,21,169734,7,1,0
364,r,4,170170,3,8,0
442,r,12,170671,6,12,0
1,w,75,171370,3,1,0
280,r,4,171578,3,8,0
415,r,7,171812,4,12,0
235,r,37,172189,2,4,0
495,r,3,172603,4,5,0
286,r,35,173072,6,26,0
546,r,27,173423,8,94,0
289,r,8,173736,4,19,0
265,r,15,173843,5,75,0
62,w,76,174164,2,62,0
267,r,41,174700,4,17,0
272,r,17,175036,7,98,0
287,r,14,176233,8,14,0
223,r,28,176448,6,73,0
202,r,33,176606,6,22,0
420,r,21,176679,7,1,0
425,r,39,177109,6,6,0
319,r,18,178216,1,2,0
1,w,77,178800,9,1,0
6,w,78,179402,4,6,0
128,r,37,179488,2,4,0
128,r,5,179693,3,10,0
157,r,18,180413,1,2,0
398,r,5,180670,3,10,0
192,r,31,180741,5,1,0
382,r,23,180793,7,44,0
17,w,79,181736,5,17,0
311,r,28,181916,6,73,0
165,r,29,182572,5,81,0
543,r,4,183076,3,8,0
188,r,22,183489,1,16,0
241,r,35,184061,6,26,0
215,r,6,184914,9,13,0
158,r,37,186556,2,4,0
364,r,21,186872,7,1,0
341,r,10,187720,4,106,0
296,r,9,189179,5,57,0
536,r,21,190379,7,1,0
18,w,80,192680,3,18,0
121,r,54,192982,6,7,0
386,r,26,193580,8,14,0
147,r,4,194293,3,8,0
119,r,16,194625,3,21,0
297,r,60,195074,4,82,0
548,r,43,195962,7,12,0
218,r,37,196060,2,4,0
421,r,26,196223,8,14,0
70,w,81,198032,6,70,0
302,r,5,198488,3,10,0
16,w,82,198537,4,16,0
252,r,16,198591,3,21,0
13,w,83,199601,4,13,0
273,r,31,199683,5,1,0
387,r,53,199822,5,15,0
429,r,2,200072,8,5,0
317,r,38,200764,4,2,0
354,r,58,201106,7,4,0
419,r,52,201435,7,19,0
436,r,5,201742,3,10,0
180,r,62,201988,6,18,0
473,r,29,202440,5,81,0
194,r,4,202677,3,8,0
495,r,42,203416,6,17,0
110,w,84,203622,3,110,0
270,r,62,203888,6,18,0
428,r,10,204187,4,106,0
296,r,21,204600,7,1,0
306,r,1,204636,5,4,0
320,r,18,205493,1,2,0
502,r,17,206218,7,98,0
400,r,55,206367,5,18,0
545,r,33,206789,6,22,0
454,r,58,207162,7,4,0
171,r,23,207496,7,44,0
469,r,41,207714,4,17,0
164,r,12,207855,6,12,0
15,w,85,209069,2,15,0
526,r,17,209117,7,98,0
327,r,50,209309,6,8,0
65,w,86,209336,4,65,0
525,r,12,209578,6,12,0
189,r,43,210500,7,12,0
157,r,48,210554,4,15,0
207,r,5,210834,3,10,0
305,r,3,211995,4,5,0
300,r,3,212163,4,5,0
328,r,55,212959,5,18,0
175,r,24,213126,8,6,0
492,r,46,213453,5,10,0
6,w,87,213811,7,6,0
243,r,11,214293,2,17,0
508,r,40,214859,3,1,0
306,r,27,215405,8,94,0
502,r,46,215421,5,10,0
388,r,19,215605,9,4,0
338,r,33,216611,6,22,0
526,r,17,216683,7,98,0
515,r,22,216812,1,16,0
279,r,55,217238,5,18,0
255,r,48,217283,4,15,0
11,w,88,218216,4,11,0
202,r,33,218383,6,22,0
130,r,56,218565,4,18,0
131,r,48,218928,4,15,0
283,r,57,218977,6,5,0
251,r,64,219636,3,2,0
478,r,36,219982,4,82,0
537,r,13,220971,6,10,0
208,r,37,221304,2,4,0
366,r,53,221351,5,15,0
448,r,58,221581,7,4,0
291,r,21,222439,7,1,0
302,r,35,222748,6,26,0
239,r,20,223402,6,11,0
430,r,12,223723,6,12,0
190,r,22,224100,1,16,0
391,r,59,224142,4,8,0
353,r,31,224455,5,1,0
7,w,89,224568,8,7,0
124,r,59,225204,4,8,0
119,r,64,225590,3,2,0
378,r,62,226334,6,18,0
184,r,41,226341,4,17,0
183,r,19,226607,9,4,0
240,r,20,227049,6,11,0
283,r,57,227244,6,5,0
216,r,18,227473,1,2,0
199,r,43,228226,7,12,0
464,r,24,228873,8,6,0
429,r,61,229209,7,15,0
478,r,57,229360,6,5,0
142,r,11,229432,2,17,0
233,r,52,229784,7,19,0
135,r,44,231038,4,97,0
315,r,2,231534,8,5,0
518,r,53,231632,5,15,0
429,r,2,231700,8,5,0
323,r,48,232469,4,15,0
204,r,44,232668,4,97,0
490,r,63,232876,4,106,0
124,r,33,233869,6,22,0
500,r,55,234079,5,18,0
351,r,15,234267,5,75,0
272,r,2,234849,8,5,0
178,r,57,235203,6,5,0
295,r,44,235270,4,97,0
111,r,19,236023,9,4,0
269,r,31,236286,5,1,0
199,r,33,236752,6,22,0
11,w,90,237157,4,11,0
435,r,37,237864,2,4,0
228,r,46,237884,5,10,0
273,r,63,237913,4,106,0
202,r,62,238424,6,18,0
210,r,32,238973,3,8,0
47,w,91,239387,6,47,0
335,r,6,239945,9,13,0
8,w,92,240170,4,8,0
205,r,35,240356,6,26,0
255,r,34,240742,4,6,0
179,r,8,241757,4,19,0
544,r,8,241850,4,19,0
4,w,93,242156,6,4,0
457,r,13,242187,6,10,0
184,r,35,242661,6,26,0
193,r,17,243018,7,98,0
291,r,11,243749,2,17,0
133,r,26,243892,8,14,0
212,r,20,244037,6,11,0
446,r,24,244180,8,6,0
500,r,50,244710,6,8,0
181,r,32,245508,3,8,0
248,r,41,246022,4,17,0
497,r,5,246239,3,10,0
213,r,9,246355,5,57,0
17,w,94,246502,5,17,0
154,r,7,247497,4,12,0
131,r,20,247708,6,11,0
224,r,33,247741,6,22,0
242,r,55,247767,5,18,0
526,r,13,247964,6,10,0
533,r,59,248727,4,8,0
11,w,95,249036,1,11,0
433,r,37,249117,2,4,0
372,r,43,249583,7,12,0
150,r,42,250125,6,17,0
17,w,96,250154,9,17,0
68,w,97,250355,6,68,0
332,r,61,250923,7,15,0
136,r,13,251339,6,10,0
84,w,98,251886,5,84,0
9,w,99,252919,6,9,0
113,r,6,252966,9,13,0
145,r,27,253077,8,94,0
439,r,2,253620,8,5,0
149,r,3,253840,4,5,0
469,r,52,254079,7,19,0
495,r,30,254248,4,22,0
208,r,10,254382,4,106,0
256,r,2,255452,8,5,0
178,r,47,255557,5,6,0
381,r,9,255796,5,57,0
156,r,30,255938,4,22,0
273,r,13,256642,6,10,0
177,r,32,257084,3,8,0
224,r,50,257863,6,8,0
442,r,52,258036,7,19,0
159,r,34,258383,4,6,0
208,r,41,258472,4,17,0
22,w,100,258848,5,22,0
132,r,44,259349,4,97,0
206,r,1,259680,5,4,0
327,r,28,260265,6,73,0
207,r,53,260530,5,15,0
458,r,22,260858,1,16,0
469,r,3,261205,4,5,0
261,r,20,261896,6,11,0
391,r,46,262167,5,10,0
156,r,60,262300,4,82,0
2,w,101,262487,4,2,0
529,r,35,262758,6,26,0
211,r,41,262941,4,17,0
436,r,22,263760,1,16,0
491,r,32,263908,3,8,0
232,r,52,264318,7,19,0
306,r,37,264583,2,4,0
194,r,14,265310,8,14,0
385,r,42,265675,6,17,0
326,r,10,265717,4,106,0
448,r,26,266101,8,14,0
539,r,6,266371,9,13,0
133,r,3,266867,4,5,0
223,r,59,267048,4,8,0
250,r,10,267500,4,106,0
157,r,8,267682,4,19,0
397,r,20,268042,6,11,0
148,r,11,268950,2,17,0
197,r,4,269261,3,8,0
291,r,50,269435,6,8,0
333,r,45,269486,5,4,0
124,r,23,270207,7,44,0
390,r,55,270539,5,18,0
525,r,36,271187,4,82,0
4,w,102,271301,3,4,0
11,w,103,271376,6,11,0
72,w,104,271412,5,72,0
306,r,51,271799,3,11,0
508,r,42,272676,6,17,0
353,r,14,273454,8,14,0
192,r,26,273821,8,14,0
451,r,56,273865,4,18,0
198,r,4,274034,3,8,0
378,r,45,275306,5,4,0
259,r,10,275346,4,106,0
189,r,30,275530,4,22,0
232,r,22,275569,1,16,0
450,r,63,277112,4,106,0
473,r,24,277174,8,6,0
148,r,32,277222,3,8,0
242,r,38,277546,4,2,0
531,r,34,278430,4,6,0
365,r,58,279177,7,4,0
339,r,34,279203,4,6,0
130,r,10,279938,4,106,0
465,r,22,280411,1,16,0
331,r,18,280730,1,2,0
346,r,12,281300,6,12,0
131,r,28,281756,6,73,0
308,r,54,281771,6,7,0
113,r,60,281893,4,82,0
216,r,5,282432,3,10,0
351,r,12,283106,6,12,0
455,r,30,283582,4,22,0
405,r,50,284267,6,8,0
224,r,6,285071,9,13,0
525,r,23,285570,7,44,0
134,r,55,285718,5,18,0
427,r,43,286225,7,12,0
179,r,36,286503,4,82,0
355,r,48,287081,4,15,0
443,r,7,288294,4,12,0
304,r,14,288606,8,14,0
393,r,59,288629,4,8,0
374,r,1,289708,5,4,0
314,r,23,291192,7,44,0
280,r,50,293336,6,8,0
158,r,38,295622,4,2,0
385,r,14,298310,8,14,0
320,r,41,299852,4,17,0
132,r,31,301547,5,1,0
242,r,55,303416,5,18,0
190,r,74,304752,5,80,0
309,r,27,305994,8,94,0
438,r,19,306346,9,4,0
118,r,56,307096,4,18,0
173,r,44,307776,4,97,0
384,r,55,307959,5,18,0
310,r,47,308255,5,6,0
336,r,44,308643,4,97,0
395,r,35,309051,6,26,0
438,r,68,309757,6,22,0
255,r,80,310555,3,18,0
217,r,84,310937,3,110,0
505,r,57,311034,6,5,0
451,r,46,311190,5,10,0
144,r,70,311217,6,17,0
422,r,15,312205,5,75,0
364,r,65,312292,6,10,0
199,r,84,312439,3,110,0
244,r,16,313256,3,21,0
383,r,36,313434,4,82,0
244,r,25,313538,8,100,0
4,w,105,313778,5,4,0
415,r,74,313979,5,80,0
409,r,34,314794,4,6,0
257,r,18,315114,1,2,0
140,r,6,315249,9,13,0
376,r,41,315611,4,17,0
438,r,10,316402,4,106,0
10,w,106,317371,8,10,0
16,w,107,317778,3,16,0
229,r,50,317907,6,8,0
208,r,9,318039,5,57,0
14,w,108,318865,7,14,0
2,w,109,318908,5,2,0
531,r,16,319065,3,21,0
437,r,19,319765,9,4,0
535,r,78,319939,4,6,0
494,r,5,320160,3,10,0
417,r,5,320240,3,10,0
545,r,70,320828,6,17,0
321,r,74,321277,5,80,0
168,r,65,321918,6,10,0
409,r,10,322145,4,106,0
417,r,47,322216,5,6,0
530,r,82,322326,4,16,0
529,r,38,322759,4,2,0
490,r,50,323351,6,8,0
228,r,8,324213,4,19,0
490,r,80,324237,3,18,0
231,r,1,324556,5,4,0
224,r,45,324712,5,4,0
12,w,110,325296,6,12,0
210,r,54,326200,6,7,0
151,r,3,326337,4,5,0
399,r,11,326764,2,17,0
509,r,33,327039,6,22,0
118,r,5,327231,3,10,0
255,r,17,328053,7,98,0
520,r,78,328224,4,6,0
417,r,75,328439,3,1,0
523,r,32,328588,3,8,0
514,r,78,329382,4,6,0
158,r,61,329411,7,15,0
251,r,42,329869,6,17,0
208,r,22,330611,1,16,0
475,r,27,331250,8,94,0
4,w,111,331279,5,4,0
367,r,43,331380,7,12,0
355,r,12,331502,6,12,0
362,r,71,332403,8,80,0
21,w,112,332693,6,21,0
549,r,39,333067,6,6,0
251,r,72,333185,3,8,0
38,w,113,333874,4,38,0
268,r,36,333972,4,82,0
8,w,114,334884,6,8,0
111,r,10,334947,4,106,0
427,r,27,335109,8,94,0
188,r,65,336039,6,10,0
465,r,50,336053,6,8,0
125,r,77,336604,9,1,0
226,r,22,336724,1,16,0
500,r,77,336837,9,1,0
17,w,115,337728,8,17,0
5,w,116,337920,3,5,0
541,r,83,338361,4,13,0
158,r,37,338639,2,4,0
413,r,54,338904,6,7,0
6,w,117,339336,8,6,0
174,r,3,339814,4,5,0
206,r,62,339989,6,18,0
355,r,78,340672,4,6,0
367,r,31,340755,5,1,0
366,r,12,341421,6,12,0
388,r,27,341709,8,94,0
501,r,20,341814,6,11,0
219,r,23,342131,7,44,0
405,r,78,342933,4,6,0
387,r,2,343302,8,5,0
35,w,118,343400,5,35,0
294,r,73,343837,6,15,0
5,w,119,344669,6,5,0
244,r,48,344967,4,15,0
432,r,21,344974,7,1,0
503,r,24,345053,8,6,0
442,r,17,345655,7,98,0
538,r,14,345993,8,14,0
443,r,36,346921,4,82,0
481,r,53,346976,5,15,0
312,r,6,347132,9,13,0
524,r,15,347295,5,75,0
233,r,19,347864,9,4,0
182,r,44,348104,4,97,0
138,r,78,348586,4,6,0
161,r,54,348655,6,7,0
215,r,45,349373,5,4,0
399,r,65,349459,6,10,0
152,r,6,349811,9,13,0
133,r,15,350015,5,75,0
175,r,57,350916,6,5,0
216,r,2,351136,8,5,0
376,r,60,351306,4,82,0
441,r,50,351518,6,8,0
383,r,54,351857,6,7,0
460,r,74,352581,5,80,0
538,r,67,353348,4,14,0
405,r,3,353376,4,5,0
204,r,80,353597,3,18,0
211,r,45,353922,5,4,0
389,r,70,354507,6,17,0
231,r,37,354615,2,4,0
435,r,62,354998,6,18,0
12,w,120,355461,5,12,0
362,r,30,355601,4,22,0
202,r,9,355804,5,57,0
269,r,1,356172,5,4,0
378,r,43,356188,7,12,0
326,r,67,357254,4,14,0
187,r,84,357262,3,110,0
14,w,121,358103,4,14,0
143,r,57,358109,6,5,0
165,r,53,358301,5,15,0
528,r,11,358448,2,17,0
111,r,32,359003,3,8,0
311,r,25,359875,8,100,0
