OPERATION_ID,TYPE,USER_ID,PRODUCTION,CONSUME,CONSUME_OTHERS,USER_VOLUME,USER_DENSITY,USER_ROLE,FILE_ID,FILE_SIZE,TOPIC_ID,TOPIC_VOLUME,TOPIC_DENSITY,TOPIC_ROLE
9,DOWNLOAD,2695838331,0.0,0.01682227268904029,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
9,DOWNLOAD,2695838331,0.0,0.01682227268904029,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
9,DOWNLOAD,2695838331,0.0,0.01682227268904029,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
9,DOWNLOAD,2695838331,0.0,0.01682227268904029,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
10,DOWNLOAD,354804673,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
11,DOWNLOAD,1774211203,0.0,0.012616704516780215,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
11,DOWNLOAD,1774211203,0.0,0.012616704516780215,0.0,0,0.0,,252,8,24,15999456,232859.93355825546,Alpha
11,DOWNLOAD,1774211203,0.0,0.012616704516780215,0.0,0,0.0,,284,2,20,1531020,164303.26697567105,Gamma
12,DOWNLOAD,1735012923,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
13,DOWNLOAD,1204755702,0.0,0.008411136344520145,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
13,DOWNLOAD,1204755702,0.0,0.008411136344520145,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
14,DOWNLOAD,2265713417,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
15,DOWNLOAD,2901827932,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
16,DOWNLOAD,1311324190,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
17,DOWNLOAD,1424217960,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
18,DOWNLOAD,50460963,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
19,DOWNLOAD,2284731610,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
20,DOWNLOAD,2247637050,0.0,0.025233409033560437,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
20,DOWNLOAD,2247637050,0.0,0.025233409033560437,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
20,DOWNLOAD,2247637050,0.0,0.025233409033560437,0.0,0,0.0,,190,4,8,513588,46640.916610047214,Gamma
20,DOWNLOAD,2247637050,0.0,0.025233409033560437,0.0,0,0.0,,190,4,8,513588,46640.916610047214,Gamma
20,DOWNLOAD,2247637050,0.0,0.025233409033560437,0.0,0,0.0,,23,6,12,33670104,621071.7335177362,Beta
20,DOWNLOAD,2247637050,0.0,0.025233409033560437,0.0,0,0.0,,249,7,19,12072698,184549.45004862547,Alpha
21,DOWNLOAD,2179060534,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
22,DOWNLOAD,329694707,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
23,DOWNLOAD,542360883,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
24,DOWNLOAD,2374232490,0.0,0.008411136344520145,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
24,DOWNLOAD,2374232490,0.0,0.008411136344520145,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
25,DOWNLOAD,637991974,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
26,DOWNLOAD,2292329140,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
27,DOWNLOAD,1285173707,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
28,DOWNLOAD,2895241984,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
29,DOWNLOAD,2030525656,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
30,DOWNLOAD,2218936956,0.0,0.008411136344520145,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
30,DOWNLOAD,2218936956,0.0,0.008411136344520145,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
31,DOWNLOAD,277618638,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
32,DOWNLOAD,1970582450,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
33,DOWNLOAD,196162318,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
34,DOWNLOAD,23492835,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
35,DOWNLOAD,1771189825,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
36,DOWNLOAD,1203995940,0.0,0.008411136344520145,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
36,DOWNLOAD,1203995940,0.0,0.008411136344520145,0.0,0,0.0,,23,6,12,33670104,621071.7335177362,Beta
37,DOWNLOAD,1219101471,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
38,DOWNLOAD,2354922736,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
39,DOWNLOAD,527403652,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
40,DOWNLOAD,917582088,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
41,DOWNLOAD,1536553645,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
42,DOWNLOAD,2045657386,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
43,DOWNLOAD,2395279537,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
44,DOWNLOAD,535842985,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
45,DOWNLOAD,2310891168,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
46,DOWNLOAD,307730284,0.0,0.008411136344520145,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
46,DOWNLOAD,307730284,0.0,0.008411136344520145,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
47,DOWNLOAD,1345882581,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
48,DOWNLOAD,2154954562,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
49,DOWNLOAD,1838335218,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
50,DOWNLOAD,2322342769,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
51,DOWNLOAD,2031336323,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
52,DOWNLOAD,2735337608,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
53,DOWNLOAD,1541909404,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
54,DOWNLOAD,368341311,0.0,0.008411136344520145,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
54,DOWNLOAD,368341311,0.0,0.008411136344520145,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
55,DOWNLOAD,1484461444,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
56,DOWNLOAD,1951778488,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
57,DOWNLOAD,2201257657,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
58,DOWNLOAD,34779285,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
59,DOWNLOAD,1937501790,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
60,DOWNLOAD,1115532837,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
61,DOWNLOAD,2171943463,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
62,DOWNLOAD,1505100182,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
63,DOWNLOAD,279910471,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
64,DOWNLOAD,1046659777,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
65,DOWNLOAD,514633508,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
66,DOWNLOAD,2336843191,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
67,DOWNLOAD,240673878,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
68,DOWNLOAD,2909568854,0.0,0.008411136344520145,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
68,DOWNLOAD,2909568854,0.0,0.008411136344520145,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
69,DOWNLOAD,670060728,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
70,DOWNLOAD,1469327475,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
71,DOWNLOAD,2894523390,0.0,0.008411136344520145,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
71,DOWNLOAD,2894523390,0.0,0.008411136344520145,0.0,0,0.0,,23,6,12,33670104,621071.7335177362,Beta
72,DOWNLOAD,2265770743,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
73,DOWNLOAD,226933335,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
74,DOWNLOAD,2093749891,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
75,DOWNLOAD,2346091219,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
76,DOWNLOAD,449177354,0.0,0.01682227268904029,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
76,DOWNLOAD,449177354,0.0,0.01682227268904029,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
76,DOWNLOAD,449177354,0.0,0.01682227268904029,0.0,0,0.0,,23,6,12,33670104,621071.7335177362,Beta
76,DOWNLOAD,449177354,0.0,0.01682227268904029,0.0,0,0.0,,249,7,19,12072698,184549.45004862547,Alpha
77,DOWNLOAD,1487396796,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
78,DOWNLOAD,421427768,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
79,DOWNLOAD,308108735,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
80,DOWNLOAD,505058030,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
81,DOWNLOAD,968607977,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
82,DOWNLOAD,184789583,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
83,DOWNLOAD,302536573,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
84,DOWNLOAD,2917560640,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
85,DOWNLOAD,1496134777,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
86,DOWNLOAD,1542433713,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
87,DOWNLOAD,1072733043,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
88,DOWNLOAD,2917083314,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
89,DOWNLOAD,2144851748,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
90,DOWNLOAD,33847180,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
91,DOWNLOAD,2214327211,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
92,DOWNLOAD,1414803159,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
93,DOWNLOAD,314376909,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
94,DOWNLOAD,2088274867,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
95,DOWNLOAD,1385342774,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
96,DOWNLOAD,2871369706,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
97,DOWNLOAD,406838398,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
98,DOWNLOAD,1500647147,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
99,DOWNLOAD,1277136214,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
100,DOWNLOAD,2862006509,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
101,DOWNLOAD,189953996,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
102,DOWNLOAD,1285056145,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
103,DOWNLOAD,290805963,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
104,DOWNLOAD,2269177135,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
105,DOWNLOAD,2720161957,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
106,DOWNLOAD,2206951035,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
107,DOWNLOAD,1998157886,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
108,DOWNLOAD,2191603847,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
109,DOWNLOAD,1319785533,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
110,DOWNLOAD,2535379315,0.0,0.008411136344520145,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
110,DOWNLOAD,2535379315,0.0,0.008411136344520145,0.0,0,0.0,,190,4,8,513588,46640.916610047214,Gamma
111,DOWNLOAD,1944543492,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
112,DOWNLOAD,544158011,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
113,DOWNLOAD,2897039533,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
114,DOWNLOAD,1959161888,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
115,DOWNLOAD,1931270823,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
116,DOWNLOAD,1435391151,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
117,DOWNLOAD,1759301277,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
118,DOWNLOAD,1682375212,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
119,DOWNLOAD,1398522879,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
120,DOWNLOAD,2300191285,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
121,DOWNLOAD,1692864969,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
122,DOWNLOAD,275923678,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
123,DOWNLOAD,1361024597,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
124,DOWNLOAD,1922085862,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
125,DOWNLOAD,1994627468,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
126,DOWNLOAD,391475576,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
127,DOWNLOAD,2251262622,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
128,DOWNLOAD,1119156368,0.0,0.008411136344520145,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
128,DOWNLOAD,1119156368,0.0,0.008411136344520145,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
129,DOWNLOAD,1943095678,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
130,DOWNLOAD,1612841929,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
131,DOWNLOAD,288262428,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
132,DOWNLOAD,465166301,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
133,DOWNLOAD,1996916988,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
134,DOWNLOAD,691344474,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
135,DOWNLOAD,1655719699,0.0,0.008411136344520145,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
135,DOWNLOAD,1655719699,0.0,0.008411136344520145,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
136,DOWNLOAD,281991724,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
137,DOWNLOAD,1589023995,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
138,DOWNLOAD,1119515300,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
139,DOWNLOAD,2244287452,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
140,DOWNLOAD,1670524084,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
141,DOWNLOAD,1518223366,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
142,DOWNLOAD,17067903,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
143,DOWNLOAD,2010722323,0.0,0.0042055681722600715,0.0,0,0.0,,330,2,2,8456427,117043.13336950539,Alpha
144,UPLOAD,816371,0.008411136344520145,0.0,0.1051392043065018,4300,1878.4499959945679,Gamma,329,1,17,48148607,474209.6834237725,Beta
144,UPLOAD,816371,0.008411136344520145,0.0,0.1051392043065018,4300,1878.4499959945679,Gamma,175,8,7,20247384,314153.81664669514,Beta
145,DOWNLOAD,38841813,0.0,0.0042055681722600715,0.0,0,0.0,,329,1,17,48148607,474209.6834237725,Beta
146,DOWNLOAD,1305694214,0.0,0.0042055681722600715,0.0,0,0.0,,329,1,17,48148607,474209.6834237725,Beta
147,DOWNLOAD,26102261,0.0,0.0042055681722600715,0.0,0,0.0,,329,1,17,48148607,474209.6834237725,Beta
148,DOWNLOAD,241675744,0.0,0.0042055681722600715,0.0,0,0.0,,329,1,17,48148607,474209.6834237725,Beta
149,UPLOAD,144605776,0.0042055681722600715,0.0,0.6308352258390109,180000,2141.600001335144,Alpha,322,8,2,8456427,117043.13336950539,Alpha
150,DOWNLOAD,386616720,0.0,0.0042055681722600715,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
151,DOWNLOAD,287851383,0.0,0.008411136344520145,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
151,DOWNLOAD,287851383,0.0,0.008411136344520145,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
152,DOWNLOAD,555594358,0.0,0.0042055681722600715,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
153,DOWNLOAD,1612535925,0.0,0.0042055681722600715,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
154,DOWNLOAD,240401399,0.0,0.0042055681722600715,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
155,DOWNLOAD,993658411,0.0,0.008411136344520145,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
155,DOWNLOAD,993658411,0.0,0.008411136344520145,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
156,DOWNLOAD,1411480916,0.0,0.0042055681722600715,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
157,DOWNLOAD,1139748328,0.0,0.0042055681722600715,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
158,DOWNLOAD,536368509,0.0,0.0042055681722600715,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
159,DOWNLOAD,44990529,0.0,0.0042055681722600715,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
160,DOWNLOAD,1600510572,0.0,0.0042055681722600715,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
161,DOWNLOAD,1244388977,0.0,0.0042055681722600715,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
162,DOWNLOAD,1696047238,0.0,0.0042055681722600715,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
163,DOWNLOAD,2025695068,0.0,0.0042055681722600715,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
164,DOWNLOAD,1080639071,0.0,0.0042055681722600715,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
165,DOWNLOAD,178034763,0.0,0.0042055681722600715,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
166,DOWNLOAD,1942227410,0.0,0.0042055681722600715,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
167,DOWNLOAD,221273392,0.0,0.0042055681722600715,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
168,DOWNLOAD,1617227590,0.0,0.008411136344520145,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
168,DOWNLOAD,1617227590,0.0,0.008411136344520145,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
169,DOWNLOAD,256769531,0.0,0.0042055681722600715,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
170,DOWNLOAD,2140181974,0.0,0.0042055681722600715,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
171,DOWNLOAD,421272792,0.0,0.0042055681722600715,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
172,DOWNLOAD,1261247026,0.0,0.0042055681722600715,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
173,DOWNLOAD,313687389,0.0,0.0042055681722600715,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
174,DOWNLOAD,1479589106,0.0,0.0042055681722600715,0.0,0,0.0,,322,8,2,8456427,117043.13336950539,Alpha
